entrez	symbol	chromosome	tstart	tend
5878	RAB5C	chr17	42125786	42130592
5886	RAD23A	chr19	12945949	12953046
5887	RAD23B	chr9	107283630	107329653
5888	RAD51	chr15	40698759	40731175
5902	RANBP1	chr22	20116185	20127049
5923	RASGRF1	chr15	78962147	79090498
5929	RBBP5	chr1	205094871	205114961
5931	RBBP7	chrX	16845038	16869641
5959	RDH5	chr12	55721185	55724542
5962	RDX	chr11	110231872	110272619
5978	REST	chr4	56910639	56932149
5981	RFC1	chr4	39289848	39351476
5992	RFX4	chr12	106601277	106761466
6016	RIT1	chr1	155900391	155910806
6138	RPL15	chr3	23917860	23919498
6257	RXRB	chr6	33194685	33200476
6258	RXRG	chr1	165401266	165444893
6272	SORT1	chr1	109314261	109397892
6294	SAFB	chr19	5623206	5668288
6323	SCN1A	chr2	165991248	166073621
6334	SCN8A	chr12	51662818	51807426
6400	SEL1L	chr14	81476975	81533744
6404	SELPLG	chr12	108623072	108624313
6419	SETMAR	chr3	4303371	4313836
6427	SRSF2	chr17	76736164	76737160
6433	SFSWAP	chr12	131711230	131799485
6434	TRA2B	chr3	185918363	185926734
6440	SFTPC	chr8	22161829	22164038
6455	SH3GL1	chr19	4361603	4400368
6472	SHMT2	chr12	57230803	57234358
6474	SHOX2	chr3	158098030	158106024
6490	PMEL	chr12	55954217	55966011
6502	SKP2	chr5	36152769	36192696
6507	SLC1A3	chr5	36608424	36686266
6509	SLC1A4	chr2	64989644	65021143
6522	SLC4A2	chr7	151061988	151076364
6525	SMTN	chr22	31083178	31104463
6540	SLC6A13	chr12	220951	260052
6560	SLC12A4	chr16	67944843	67968654
6565	SLC15A2	chr3	121894477	121941004
6566	SLC16A1	chr1	112913894	112929308
6569	SLC34A1	chr5	177385742	177398283
6575	SLC20A2	chr8	42417806	42472390
6576	SLC25A1	chr22	19176133	19178673
6642	SNX1	chr15	64096014	64138194
6646	SOAT1	chr1	179302685	179353638
6667	SP1	chr12	53381658	53411237
6677	SPAM1	chr7	123953571	123959966
6689	SPIB	chr19	50422473	50428333
6698	SPRR1A	chr1	152985231	152985497
6717	SRI	chr7	88208492	88220026
6718	AKR1D1	chr7	138076519	138113773
6728	SRP19	chr5	112861377	112867534
6729	SRP54	chr14	34996710	35029149
6730	SRP68	chr17	76039709	76072491
6731	SRP72	chr4	56467636	56501858
6734	SRPRA	chr11	126263919	126268804
6748	SSR4	chrX	153794667	153798430
6775	STAT4	chr2	191030957	191148203
6809	STX3	chr11	59773211	59803292
6811	STX5	chr11	62807472	62831243
6866	TAC3	chr12	57012382	57015797
6871	TADA2A	chr17	37423511	37476979
6878	TAF6	chr7	100107249	100119746
6897	TARS	chr5	33441087	33467705
6908	TBP	chr6	170557030	170572262
6921	ELOC	chr8	73946633	73956055
7024	TFCP2	chr12	51095990	51172422
7026	NR2F2	chr15	96332106	96337619
7036	TFR2	chr7	100620860	100641228
7044	LEFTY2	chr1	225937444	225941140
7049	TGFBR3	chr1	91683742	91861531
7067	THRA	chr17	40074489	40093379
7069	THRSP	chr11	78063882	78064319
7075	TIE1	chr1	43301072	43322719
7084	TK2	chr16	66511971	66550061
7092	TLL1	chr4	165873905	166100873
7111	TMOD1	chr9	97524189	97599695
7136	TNNI2	chr11	1840403	1841548
7162	TPBG	chr6	82364962	82366221
7165	TPD52L2	chr20	63869295	63890039
7171	TPM4	chr19	16067625	16101343
7185	TRAF1	chr9	120905023	120926075
7187	TRAF3	chr14	102870202	102905781
7220	TRPC1	chr3	142724560	142806232
7224	TRPC5	chrX	111776316	111952420
7247	TSN	chr2	121755780	121765364
7258	TSPY1	chrY	9467001	9468848
7272	TTK	chr6	80005844	80042199
7273	TTN	chr2	178610091	178804642
7289	TULP3	chr12	2909527	2940723
7295	TXN	chr9	110244160	110251462
7305	TYROBP	chr19	35904572	35908228
7321	UBE2D1	chr10	58361338	58368762
7327	UBE2G2	chr21	44771380	44801748
7328	UBE2H	chr7	129834940	129952555
7376	NR1H2	chr19	50377606	50382599
7380	UPK3A	chr22	45285014	45295716
7381	UQCRB	chr8	96231058	96233228
7401	CLRN1	chr3	150927939	150972708
7409	VAV1	chr19	6772808	6857147
7423	VEGFB	chr11	64234834	64237656
7433	VIPR1	chr3	42502736	42536278
7511	XPNPEP1	chr10	109865158	109915101
7536	SF1	chr11	64765392	64778392
7543	ZFX	chrX	24172743	24211373
7544	ZFY	chrY	2953937	2979990
7568	ZNF20	chr19	12132590	12135904
7625	ZNF74	chr22	20400631	20406965
7626	ZNF75D	chrX	135287140	135294140
7678	ZNF124	chr1	247156569	247159813
7694	ZNF135	chr19	58059242	58068458
7697	ZNF138	chr7	64814918	64832199
7709	ZBTB17	chr1	15941972	15948495
7711	ZNF155	chr19	43991548	43997471
7726	TRIM26	chr6	30185879	30199103
7752	ZNF200	chr16	3223895	3233755
7786	MAP3K12	chr12	53481185	53487391
7818	DAP3	chr1	155709780	155738239
7841	MOGS	chr2	74461278	74465247
7846	TUBA1A	chr12	49185013	49186833
7867	MAPKAPK3	chr3	50617566	50648043
7918	GPANK1	chr6	31662269	31664478
7920	ABHD16A	chr6	31687215	31703281
7940	LST1	chr6	31587640	31588673
7941	PLA2G7	chr6	46704563	46722891
7942	TFEB	chr6	41684602	41691234
8028	MLLT10	chr10	21534645	21741980
8036	SHOC2	chr10	110964359	111011815
8073	PTP4A2	chr1	31908855	31919065
8099	CDK2AP1	chr12	123261739	123271618
8165	AKAP1	chr17	57105465	57120321
8170	SLC14A2	chr18	45624665	45682516
8190	MIA	chr19	40775543	40777079
8202	NCOA3	chr20	47622248	47653072
8241	RBM10	chrX	47145447	47186596
8242	KDM5C	chrX	53192747	53224889
8260	NAA10	chrX	153929990	153934475
8277	TKTL1	chrX	154295860	154329685
8284	KDM5D	chrY	19705998	19744534
8295	TRRAP	chr7	98881151	99012352
8318	CDC45	chr22	19479969	19518905
8323	FZD6	chr8	103300108	103331506
8372	HYAL3	chr3	50293249	50295602
8402	SLC25A11	chr17	4937744	4939910
8406	SRPX	chrX	38149714	38220792
8412	BCAR3	chr1	93562244	93674930
8437	RASAL1	chr12	113099932	113135462
8452	CUL3	chr2	224474248	224585009
8455	ATRN	chr20	3471073	3646844
8462	KLF11	chr2	10043717	10052504
8482	SEMA7A	chr15	74410627	74433918
8490	RGS5	chr1	163147345	163202835
8491	MAP4K3	chr2	39250621	39436987
8495	PPFIBP2	chr11	7549476	7666608
8507	ENC1	chr5	74634719	74636485
8508	NIPSNAP1	chr22	29555938	29581082
8513	LIPF	chr10	88667289	88678678
8531	YBX3	chr12	10701291	10723111
8533	COPS3	chr17	17247101	17281186
8605	PLA2G4C	chr19	48048346	48106563
8624	PSMG1	chr21	39175593	39183385
8638	OASL	chr12	121020564	121038971
8643	PTCH2	chr1	44822418	44842932
8644	AKR1C3	chr10	5094445	5107500
8649	LAMTOR3	chr4	99881997	99887356
8659	ALDH4A1	chr1	18872848	18902523
8674	VAMP4	chr1	171706368	171738414
8690	JRKL	chr11	96390650	96392221
8711	TNK1	chr17	7382927	7389081
8715	NOL4	chr18	33852845	34223253
8725	URI1	chr19	29923692	30015589
8743	TNFSF10	chr3	172506495	172523384
8749	ADAM18	chr8	39584623	39729937
8751	ADAM15	chr1	155051387	155062370
8766	RAB11A	chr15	65869586	65887837
8777	MPDZ	chr9	13106968	13247805
8796	SCEL	chr13	77555876	77642813
8832	CD84	chr1	160548259	160579437
8840	WISP1	chr8	133191145	133227707
8842	PROM1	chr4	15979397	16075906
8848	TSC22D1	chr13	44433968	44576074
8854	ALDH1A2	chr15	57955200	58065650
8867	SYNJ1	chr21	32630998	32728040
8871	SYNJ2	chr6	157981962	158096361
8875	VNN2	chr6	132744303	132757883
8898	MTMR2	chr11	95835293	95923954
8904	CPNE1	chr20	35626244	35632923
8909	ENDOU	chr12	47710805	47725413
8913	CACNA1G	chr17	50561460	50626748
8943	AP3D1	chr19	2102176	2151334
8973	CHRNA6	chr8	42753182	42768430
8991	SELENBP1	chr1	151364546	151369899
9015	TAF1A	chr1	222558663	222588563
9033	PKD2L1	chr10	100288399	100339302
9053	MAP7	chr6	136345857	136550408
9054	NFS1	chr20	35669625	35699288
9069	CLDN12	chr7	90412677	90413408
9075	CLDN2	chrX	106928229	106928918
9088	PKMYT1	chr16	2972956	2977029
9099	USP2	chr11	119356838	119381517
9117	SEC22C	chr3	42548619	42569046
9122	SLC16A4	chr1	110363769	110389323
9128	PRPF4	chr9	113276545	113291657
9175	MAP3K13	chr3	185285606	185482453
9180	OSMR	chr5	38869045	38933441
9187	SLC24A1	chr15	65624081	65660318
9188	DDX21	chr10	68956226	68982809
9197	SLC33A1	chr3	155828213	155853997
9201	DCLK1	chr13	35774538	36126137
9203	ZMYM3	chrX	71240919	71253255
9212	AURKB	chr17	8204874	8210224
9217	VAPB	chr20	58389460	58444232
9236	CCPG1	chr15	55356223	55389424
9238	TBRG4	chr7	45100328	45109243
9271	PIWIL1	chr12	130342592	130371595
9275	BCL7B	chr7	73537301	73557578
9278	ZBTB22	chr6	33315015	33316916
9295	SRSF11	chr1	70221637	70250802
9296	ATP6V1F	chr7	128862905	128865575
9330	GTF3C3	chr2	196764566	196799611
9354	UBE4A	chr11	118365081	118396437
9367	RAB9A	chrX	13708747	13709349
9370	ADIPOQ	chr3	186853059	186854701
9374	PPT2	chr6	32154583	32162947
9376	SLC22A8	chr11	62993240	63014958
9398	CD101	chr1	117001773	117034098
9399	STOML1	chr15	73983940	73992223
9414	TJP2	chr9	69151652	69254371
9429	ABCG2	chr4	88092237	88139995
9436	NCR2	chr6	41335853	41350861
9437	NCR1	chr19	54906525	54921181
9446	GSTO1	chr10	104255162	104267402
9452	ITM2A	chrX	79361092	79367215
9454	HOMER3	chr19	18929446	18938886
9457	FHL5	chr6	96603614	96615769
9468	PCYT1B	chrX	24562296	24672632
9481	SLC25A27	chr6	46653193	46676451
9497	SLC4A7	chr3	27376767	27484126
9519	TBPL1	chr6	133980126	133987037
9530	BAG4	chr8	38176870	38210490
9537	TP53I11	chr11	44934887	44938335
9540	TP53I3	chr2	24077582	24084326
9542	NRG2	chr5	139847920	140043069
9557	CHD1L	chr1	147242704	147295506
9562	MINPP1	chr10	87504916	87552475
9564	BCAR1	chr16	75229514	75267980
9572	NR1D1	chr17	40093086	40097404
9575	CLOCK	chr4	55435418	55482785
9576	SPAG6	chr10	22345722	22416685
9577	BABAM2	chr2	27894557	28338526
9582	APOBEC3B	chr22	38984073	38992149
9584	RBM39	chr20	35704484	35740874
9604	RNF14	chr5	141973589	141987787
9616	RNF7	chr3	141738342	141745274
9627	SNCAIP	chr5	122391135	122463572
9641	IKBKE	chr1	206473228	206493992
9685	CLINT1	chr5	157787649	157858970
9688	NUP93	chr16	56748248	56844606
9689	BZW1	chr2	200812408	200821304
9692	KIAA0391	chr14	35123246	35273563
9702	CEP57	chr11	95790699	95831253
9723	SEMA3E	chr7	83367589	83648542
9728	SECISBP2L	chr15	48992247	49037769
9730	DCAF1	chr3	51398772	51483828
9738	CCP110	chr16	19527882	19551268
9747	TCAF1	chr7	143857099	143876608
9753	ZSCAN12	chr6	28390457	28398405
9782	MATR3	chr5	139293981	139329392
9784	SNX17	chr2	27370744	27376716
9786	KIAA0586	chr14	58428238	58547973
9787	DLGAP5	chr14	55148354	55189179
9805	SCRN1	chr7	29923960	29990240
9829	DNAJC6	chr1	65309746	65413022
9833	MELK	chr9	36581682	36677334
9839	ZEB2	chr2	144389454	144519990
9841	ZBTB24	chr6	109465854	109482026
9856	KIAA0319	chr6	24547168	24601103
9886	RHOBTB1	chr10	60871485	60911542
9887	SMG7	chr1	183502276	183553198
9890	PLPPR4	chr1	99264450	99307007
9892	SNAP91	chr6	83556156	83707927
9895	TECPR2	chr14	102376722	102498254
9899	SV2B	chr15	91226264	91292549
9904	RBM19	chr12	113823227	113966227
9906	SLC35E2A	chr1	1732458	1739557
9911	TMCC2	chr1	205228565	205272121
9941	EXOG	chr3	38496368	38524359
9958	USP15	chr12	62260415	62404372
9960	USP3	chr15	63504740	63590823
9966	TNFSF15	chr9	114790455	114806012
9971	NR1H4	chr12	100493324	100563486
9975	NR1D2	chr3	23954536	23977416
9987	HNRNPDL	chr4	82426062	82429690
9993	DGCR2	chr22	19038868	19122206
9997	SCO2	chr22	50523614	50524411
10000	AKT3	chr1	243499746	243843170
10015	PDCD6IP	chr3	33798729	33866522
10016	PDCD6	chr5	271721	314512
10036	CHAF1A	chr19	4402763	4447184
10071	MUC12	chr7	100969623	101018633
10072	DPP3	chr11	66482201	66509248
10092	ARPC5	chr1	183627535	183635659
10099	TSPAN3	chr15	77046838	77070954
10102	TSFM	chr12	57782802	57796580
10110	SGK2	chr20	43566316	43585013
10137	RBM12	chr20	35652527	35655322
10140	TOB1	chr17	50862983	50864017
10143	CLEC3A	chr16	78022600	78030838
10163	WASF2	chr1	27408192	27428890
10164	CHST4	chr16	71536678	71537835
10180	RBM6	chr3	49962642	50077130
10193	RNF41	chr12	56206450	56214047
10196	PRMT3	chr11	20388018	20508410
10197	PSME3	chr17	42833632	42841575
10210	TOPORS	chr9	32541390	32550968
10226	PLIN3	chr19	4839195	4861394
10229	COQ7	chr16	19067665	19078155
10231	RCAN2	chr6	46223144	46456976
10241	CALCOCO2	chr17	48841708	48863002
10245	TIMM17B	chrX	48893732	48896857
10252	SPRY1	chr4	123401592	123402548
10265	IRX5	chr16	54931199	54933870
10308	ZNF267	chr16	31914475	31916478
10321	CRISP3	chr6	49728733	49737429
10327	AKR1A1	chr1	45561795	45569953
10330	CNPY2	chr12	56310555	56315217
10345	TRDN	chr6	123218604	123571133
10346	TRIM22	chr11	5696233	5709645
10370	CITED2	chr6	139373135	139373953
10381	TUBB3	chr16	89923402	89935801
10384	BTN3A3	chr6	26443575	26452408
10385	BTN2A2	chr6	26383822	26392964
10391	CORO2B	chr15	68645160	68725971
10395	DLC1	chr8	13085814	13500071
10400	PEMT	chr17	17505794	17591626
10421	CD2BP2	chr16	30352988	30354322
10430	TMEM147	chr19	35545740	35547444
10438	C1D	chr2	68042892	68047310
10450	PPIE	chr1	39740164	39763739
10466	COG5	chr7	107203519	107563989
10471	PFDN6	chr6	33289857	33290842
10483	SEC23B	chr20	18510836	18560737
10492	SYNCRIP	chr6	85614759	85641439
10500	SEMA6C	chr1	151132487	151142621
10517	FBXW10	chr17	18744245	18779295
10520	ZNF211	chr19	57633347	57642178
10524	KAT5	chr11	65712268	65719178
10526	IPO8	chr12	30630863	30695647
10531	PITRM1	chr10	3138034	3172779
10539	GLRX3	chr10	130136421	130179389
10540	DCTN2	chr12	57530692	57547063
10552	ARPC1A	chr7	99333354	99363633
10559	SLC35A1	chr6	87477361	87511523
10568	SLC34A2	chr4	25662501	25676746
10575	CCT4	chr2	61869437	61888507
10576	CCT2	chr12	69586270	69600005
10586	MAB21L2	chr4	150583030	150584106
10602	CDC42EP3	chr2	37645826	37646587
10612	TRIM3	chr11	6449031	6465695
10618	TGOLN2	chr2	85322668	85327962
10642	IGF2BP1	chr17	48997746	49049441
10653	SPINT2	chr19	38264893	38292003
10664	CTCF	chr16	67610833	67637869
10669	CGREF1	chr2	27099787	27104366
10673	TNFSF13B	chr13	108269896	108306935
10675	CSPG5	chr3	47562603	47578693
10693	CCT6B	chr17	34928051	34961393
10713	USP39	chr2	85616196	85648805
10717	AP4B1	chr1	113895068	113904717
10730	YME1L1	chr10	27111980	27149040
10742	RAI2	chrX	17800421	17802010
10752	CHL1	chr3	319777	405708
10758	TRAF3IP2	chr6	111559408	111592095
10767	HBS1L	chr6	134966329	135054691
10768	AHCYL1	chr1	109985053	110021723
10769	PLK2	chr5	58454586	58459959
10771	ZMYND11	chr10	180013	252467
10785	WDR4	chr21	42850052	42879774
10788	IQGAP2	chr5	76403546	76707310
10795	ZNF268	chr12	133187872	133204527
10802	SEC24A	chr5	134649077	134725091
10803	CCR9	chr3	45900810	45901895
10811	NOXA1	chr9	137423530	137434357
10813	UTP14A	chrX	129907365	129929605
10840	ALDH1L1	chr3	126103794	126161003
10844	TUBGCP2	chr10	133279769	133302941
10877	CFHR4	chr1	196888151	196918403
10878	CFHR3	chr1	196774887	196793510
10903	MTMR11	chr1	149929132	149936647
10904	BLCAP	chr20	37518914	37519174
10908	PNPLA6	chr19	7535789	7561559
10914	PAPOLA	chr14	96520056	96565047
10922	FASTK	chr7	151076728	151080766
10940	POP1	chr8	98123338	98158268
10942	PRSS21	chr16	2817800	2821602
10943	MSL3	chrX	11758264	11775076
10969	EBNA1BP2	chr1	43164446	43172421
11001	SLC27A2	chr15	50182428	50236093
11009	IL24	chr1	206897833	206903056
11020	IFT27	chr22	36758314	36775707
11060	WWP2	chr16	69787011	69939937
11062	DUS4L	chr7	107567071	107577557
11075	STMN2	chr8	79636801	79664871
11104	KATNA1	chr6	149595039	149638547
11120	BTN2A1	chr6	26458637	26468546
11123	RCAN3	chr1	24514373	24535274
11143	KAT7	chr17	49791886	49827499
11149	BVES	chr6	105101092	105133577
11185	INMT	chr7	30752151	30755848
11186	RASSF1	chr3	50330584	50340805
11189	CELF3	chr1	151705044	151716020
11228	RASSF8	chr12	26055344	26068815
11252	PACSIN2	chr22	42871360	42912080
11279	KLF8	chrX	56233276	56284491
11314	CD300A	chr17	74473532	74484123
11320	MGAT4A	chr2	98625723	98726332
22806	IKZF3	chr17	39765793	39832152
22809	ATF5	chr19	49930851	49933089
22823	MTF2	chr1	93110228	93137024
22834	ZNF652	chr17	49298416	49317725
22866	CNKSR2	chrX	21374898	21652518
22876	INPP5F	chr10	119704410	119827777
22888	UBOX5	chr20	3110109	3123365
22900	CARD8	chr19	48204200	48241020
22909	FAN1	chr15	30904539	30937253
22929	SEPHS1	chr10	13319145	13344950
22931	RAB18	chr10	27504370	27538088
22933	SIRT2	chr19	38879158	38898423
22949	PTGR1	chr9	111563124	111597422
22985	ACIN1	chr14	23059151	23095286
22992	KDM2A	chr11	67121317	67255052
22995	CEP152	chr15	48737094	48798051
22999	RIMS1	chr6	71887024	72400711
23019	CNOT1	chr16	58520961	58599337
23026	MYO16	chr13	108665888	109206833
23034	SAMD4A	chr14	54567917	54784619
23043	TNIK	chr3	171063884	171460063
23046	KIF21B	chr1	200973524	201023383
23066	CAND2	chr3	12796721	12833979
23081	KDM4C	chr9	6720949	7174726
23125	CAMTA2	chr17	4968709	4986285
23143	LRCH1	chr13	46553397	46750647
23148	NACAD	chr7	45080640	45088894
23149	FCHO1	chr19	17762762	17787848
23175	LPIN1	chr2	11677648	11824788
23221	RHOBTB2	chr8	22994584	23017466
23229	ARHGEF9	chrX	63638031	63755205
23235	SIK2	chr11	111602564	111724126
23243	ANKRD28	chr3	15670273	15796521
23256	SCFD1	chr14	30628208	30734858
23259	DDHD2	chr8	38232995	38260118
23274	CLEC16A	chr16	10944718	11178687
23314	SATB2	chr2	199272214	199456037
23331	TTC28	chr22	27982224	28679723
23344	ESYT1	chr12	56128320	56143630
23365	ARHGEF12	chr11	120407736	120484506
23384	SPECC1L	chr22	24302232	24414620
23405	DICER1	chr14	95090501	95133458
23408	SIRT5	chr6	13584111	13611905
23428	SLC7A8	chr14	23127180	23182914
23431	AP4E1	chr15	50908779	51002659
23452	ANGPTL2	chr9	127088942	127108731
23457	ABCB9	chr12	122929914	122960235
23481	PES1	chr22	30577049	30589270
23491	CES3	chr16	66961308	66973046
23522	KAT6B	chr10	74842858	75031043
23529	CLCF1	chr11	67365139	67367627
23534	TNPO3	chr7	128957258	129054770
23541	SEC14L2	chr22	30397117	30422404
23544	SEZ6L	chr22	26169670	26377775
23562	CLDN14	chr21	36460979	36461695
23583	SMUG1	chr12	54181522	54183940
23592	LEMD3	chr12	65169597	65246322
23595	ORC3	chr6	87594353	87667120
23600	AMACR	chr5	33988311	34008019
23621	BACE1	chr11	117289569	117315795
23635	SSBP2	chr5	81428579	81751042
23636	NUP62	chr19	49908242	49909807
23647	ARFIP2	chr11	6477116	6480421
23743	BHMT2	chr5	79077480	79088571
23764	MAFF	chr22	38214420	38214875
24139	EML2	chr19	45609666	45645444
24141	LAMP5	chr20	9514853	9529817
24142	NAT6	chr3	50296606	50297526
24146	CLDN15	chr7	101232413	101237581
25764	HYPK	chr15	43800599	43801803
25769	SLC24A2	chr9	19516156	19786866
25777	SUN2	chr22	38736270	38754706
25782	RAB3GAP2	chr1	220151254	220272337
25804	LSM4	chr19	18307467	18316065
25814	ATXN10	chr22	45672064	45843178
25827	FBXL2	chr3	33297664	33385605
25833	POU2F3	chr11	120246448	120317365
25839	COG4	chr16	70481013	70523543
25847	ANAPC13	chr3	134478593	134482904
25850	ZNF345	chr19	36876831	36878294
25886	POC1A	chr3	52075890	52151100
25904	CNOT10	chr3	32695626	32773608
25906	ANAPC15	chr11	72107354	72112742
25929	GEMIN5	chr5	154888213	154938133
25937	WWTR1	chr3	149520808	149657306
25942	SIN3A	chr15	75371982	75430375
25975	EGFL6	chrX	13569862	13633092
25976	TIPARP	chr3	156677698	156705128
25987	TSKU	chr11	76795611	76796675
25988	HINFP	chr11	119126933	119134495
26003	GORASP2	chr2	170929341	170966127
26084	ARHGEF26	chr3	154121993	154255470
26094	DCAF4	chr14	72937979	72960728
26097	CHTOP	chr1	153636589	153645266
26098	EDRF1	chr10	125719808	125763469
26127	FGFR1OP2	chr12	26954159	26964730
26137	ZBTB20	chr3	114339008	114380406
26191	PTPN22	chr1	113814908	113871623
26234	FBXL5	chr4	15605726	15655287
26249	KLHL3	chr5	137625751	137720586
26261	FBXO24	chr7	100584690	100600896
26298	EHF	chr11	34632590	34658928
26576	SRPK3	chrX	153781214	153785517
26693	OR2V1	chr5	181124360	181125304
26751	SH3YL1	chr2	218814	253113
26762	HAVCR1	chr5	156981919	157057943
26953	RANBP6	chr9	6012293	6015607
26959	HBP1	chr7	107179879	107200301
27020	NPTN	chr15	73561913	73633215
27037	TRMT2A	chr22	20112566	20116612
27039	PKD2L2	chr5	137890480	137940144
27067	STAU2	chr8	73421375	73709145
27077	B9D1	chr17	19337688	19362721
27094	KCNMB3	chr3	179239999	179266710
27111	SDCBP2	chr20	1310444	1320416
27134	TJP3	chr19	3728421	3750681
27148	STK36	chr2	218672830	218702006
27244	SESN1	chr6	108987547	109094073
27250	PDCD4	chr10	110876028	110898085
27299	ADAMDEC1	chr8	24384505	24404089
27316	RBMX	chrX	136872298	136879427
27336	HTATSF1	chrX	136497685	136512010
27439	TMEM121B	chr22	17119394	17121127
28956	LAMTOR2	chr1	156054890	156058368
28969	BZW2	chr7	16665444	16704668
29098	RANGRF	chr17	8288789	8289933
29106	SCG3	chr15	51681756	51719523
29123	ANKRD11	chr16	89268481	89317019
29126	CD274	chr9	5456114	5466828
29763	PACSIN3	chr11	47177934	47182727
29781	NCAPH2	chr22	50508338	50523372
29801	ZDHHC8	chr22	20131948	20147228
29887	SNX10	chr7	26357026	26372569
29893	PSMC3IP	chr17	42572971	42577562
29934	SNX12	chrX	71061019	71068306
29951	PDZRN4	chr12	41188456	41573887
29965	CDIP1	chr16	4512575	4514130
29969	MDFIC	chr7	114922420	115015932
29974	A1CF	chr10	50806732	50859940
29986	SLC39A2	chr14	20999447	21001576
29993	PACSIN1	chr6	34526306	34532527
30813	VSX1	chr20	25071924	25082096
30833	NT5C	chr17	75130491	75131809
30851	TAX1BP3	chr17	3663751	3664798
50484	RRM2B	chr8	102208136	102238874
50808	AK3	chr9	4712979	4741087
50813	COPS7A	chr12	6724657	6730821
50937	CDON	chr11	125960945	126023476
50999	TMED5	chr1	93154673	93180242
51008	ASCC1	chr10	72097337	72213298
51012	PRELID3B	chr20	59035010	59038633
51022	GLRX2	chr1	193096628	193105638
51053	GMNN	chr6	24777247	24785796
51058	ZNF691	chr1	42849659	42851810
51109	RDH11	chr14	67678324	67695703
51138	COPS4	chr4	83035225	83075427
51157	ZNF580	chr19	55642509	55643024
51174	TUBD1	chr17	59860325	59891002
51181	DCXR	chr17	82035963	82037682
51185	CRBN	chr3	3150868	3179687
51200	CPA4	chr7	130293181	130322673
51259	TMEM216	chr11	61393230	61397976
51271	UBAP1	chr9	34179015	34251529
51277	DNAJC27	chr2	24947619	24971904
51282	SCAND1	chr20	35953748	35954581
51293	CD320	chr19	8302466	8308290
51297	BPIFA1	chr20	33237712	33242118
