GENE	CGC	GENE_LEN	GENE_NUM_MUTS	MUTS_IN_CLUST	NUM_CLUSTERS	CLUST_COORDS	GENE_SCORE	ZSCORE	PVALUE	QVALUE
PLA1A		457.0	48	28	6	[40,40]:2,[48,55]:5,[65,69]:4,[83,83]:2,[99,117]:10,[167,178]:5	0.3137663262854525	1.6605518031890765	0.04840174780349205	0.3166836684728123
DAO		348.0	48	18	6	[2,2]:2,[159,162]:3,[199,201]:3,[216,219]:3,[283,288]:5,[297,297]:2	0.3137647889181763	1.6605397833192561	0.048402955743456384	0.3166836684728123
PCDHGA8		933.0	102	44	12	[7,7]:2,[98,101]:3,[144,146]:5,[183,188]:3,[230,230]:2,[535,535]:2,[559,561]:3,[582,584]:4,[637,637]:3,[644,656]:7,[659,676]:8,[718,718]:2	0.3137631506631199	1.6605269746607039	0.048404242979486076	0.3166836684728123
ACVR2A	Rec	514.0	43	17	5	[20,25]:5,[62,70]:4,[245,245]:2,[292,292]:3,[350,350]:3	0.3137050869278469	1.6600730047147674	0.04844988343253284	0.3167139957223006
TRIM55		549.0	67	24	8	[88,91]:4,[212,219]:5,[313,313]:2,[323,323]:2,[339,339]:2,[448,448]:2,[480,482]:5,[536,536]:2	0.313698797881914	1.6600238339573452	0.04845482894293304	0.3167139957223006
ADH1A		376.0	35	17	4	[38,53]:8,[257,257]:3,[313,320]:4,[342,342]:2	0.3136404302302654	1.6595674878483877	0.04850074671331946	0.3168638831483928
KCNS3		492.0	56	24	7	[117,124]:5,[166,172]:5,[204,208]:3,[295,296]:3,[307,307]:2,[376,382]:4,[464,464]:2	0.31358489012552976	1.659133248848337	0.04854447235656639	0.3169993138016427
TNFSF14		241.0	29	14	3	[152,153]:3,[158,159]:3,[176,192]:8	0.3135065259242189	1.6585205601870723	0.04860622057093612	0.31721673453336074
PSG4		420.0	82	43	6	[18,54]:18,[70,71]:3,[87,88]:3,[169,174]:9,[220,229]:7,[264,267]:3	0.3134842418652811	1.6583463327974002	0.048623791082262696	0.31721673453336074
ATP1A3		1027.0	105	46	12	[74,82]:6,[352,356]:5,[431,431]:2,[442,446]:3,[582,582]:2,[653,657]:3,[713,717]:4,[833,837]:4,[860,860]:2,[928,931]:4,[958,961]:4,[1003,1015]:7	0.31344781273739536	1.6580615125194924	0.04865252561772816	0.31725405186394645
APH1A		266.0	23	9	2	[31,31]:4,[172,177]:5	0.3133535975213022	1.6573248930726876	0.04872690356821166	0.3175888253843015
PRSS38		327.0	38	17	5	[9,14]:4,[81,89]:5,[99,104]:3,[118,118]:2,[129,134]:3	0.31325123754166445	1.656524593984044	0.04880781436140055	0.317965841669143
TAF1		1896.0	187	77	22	[340,344]:4,[430,434]:3,[612,612]:2,[670,673]:3,[679,680]:3,[776,780]:4,[825,825]:2,[864,864]:5,[875,875]:2,[886,890]:5,[973,973]:2,[978,984]:4,[1012,1019]:6,[1051,1070]:7,[1106,1106]:2,[1184,1184]:2,[1193,1202]:6,[1219,1223]:3,[1240,1246]:6,[1511,1511]:2,[1617,1617]:2,[1814,1814]:2	0.3131642555006005	1.6558445269457527	0.04887665396618514	0.3182638993499585
EPB41L1		882.0	73	32	8	[24,24]:2,[257,257]:3,[357,359]:5,[369,369]:2,[531,539]:7,[566,573]:6,[585,590]:3,[718,726]:4	0.3130996882162124	1.6553397091543185	0.048927804166557315	0.3184465441151995
CHRNA3		506.0	45	19	5	[107,113]:5,[187,188]:3,[224,230]:4,[262,268]:4,[410,414]:3	0.31305296288809825	1.6549743882775592	0.04896484663796819	0.3184533969235721
HPCAL4		192.0	19	14	2	[59,78]:10,[106,113]:4	0.31304008478968387	1.654873701168584	0.04897505995487652	0.3184533969235721
MCF2L2		1115.0	101	36	13	[126,126]:3,[192,192]:2,[283,283]:2,[455,458]:4,[678,678]:2,[773,779]:6,[793,793]:2,[885,886]:3,[908,915]:4,[1008,1008]:2,[1030,1030]:2,[1043,1043]:2,[1049,1049]:2	0.3129586746269166	1.6542371977294514	0.049039663833503534	0.3187231334016248
PHC2		859.0	48	18	6	[77,86]:4,[108,108]:2,[121,121]:2,[136,136]:2,[164,164]:3,[282,288]:5	0.3128709803999908	1.6535515624827817	0.04910933063972242	0.318926375895384
ITK	Dom	621.0	74	28	10	[4,4]:2,[13,13]:2,[29,29]:2,[91,99]:6,[158,159]:3,[172,173]:3,[349,349]:2,[375,380]:3,[455,460]:3,[558,558]:2	0.31286107238199556	1.6534740968775725	0.04911720682088503	0.318926375895384
CD34		386.0	30	13	3	[87,87]:2,[312,317]:7,[326,328]:4	0.31279803559039676	1.6529812452079449	0.04916734029214255	0.3190182548697178
CFAP206		623.0	60	24	6	[7,7]:4,[82,82]:2,[114,114]:2,[126,132]:6,[271,273]:3,[598,615]:7	0.3127012981898353	1.6522249061213108	0.049244355495466054	0.3190182548697178
CLTA		249.0	8	3	1	[126,128]:3	0.3125011987729925	1.650660433546149	0.04940396563765849	0.3190182548697178
DEFA6		101.0	8	3	1	[42,44]:3	0.3125011987729925	1.650660433546149	0.04940396563765849	0.3190182548697178
DERL1		252.0	8	3	1	[76,78]:3	0.3125011987729925	1.650660433546149	0.04940396563765849	0.3190182548697178
EMX1		291.0	8	3	1	[271,273]:3	0.3125011987729925	1.650660433546149	0.04940396563765849	0.3190182548697178
LY6D		129.0	8	3	1	[62,64]:3	0.3125011987729925	1.650660433546149	0.04940396563765849	0.3190182548697178
PSMD9		224.0	8	3	1	[57,59]:3	0.3125011987729925	1.650660433546149	0.04940396563765849	0.3190182548697178
YJEFN3		300.0	20	7	3	[69,73]:3,[111,111]:2,[172,172]:2	0.31250047951379556	1.6506548100350675	0.04940454010179515	0.3190182548697178
GTF2B		317.0	16	5	2	[64,64]:3,[248,248]:2	0.3125	1.650651060967757	0.04940492308697013	0.3190182548697178
LRRC61		260.0	16	5	2	[144,144]:3,[151,151]:2	0.3125	1.650651060967757	0.04940492308697013	0.3190182548697178
ZNF560		791.0	99	39	12	[4,8]:3,[68,69]:3,[87,99]:5,[153,153]:2,[167,172]:3,[254,254]:2,[506,508]:3,[584,588]:6,[596,599]:3,[626,626]:2,[657,661]:5,[684,684]:2	0.3124948131458385	1.6506105076707254	0.04940906595189318	0.3190182548697178
RSPH14		349.0	29	15	4	[152,158]:4,[253,265]:5,[302,302]:2,[314,320]:4	0.31245411626990666	1.6502923201052906	0.04944158114878042	0.319038910988076
FFAR3		347.0	44	20	4	[46,50]:5,[224,235]:5,[252,258]:5,[280,283]:5	0.3124328823693012	1.6501263033537925	0.0494585529765338	0.319038910988076
PCDHGA2		933.0	159	81	17	[24,28]:5,[28,41]:10,[96,96]:2,[197,217]:10,[255,255]:2,[341,349]:4,[451,458]:5,[463,468]:3,[492,492]:2,[523,523]:2,[557,561]:8,[565,573]:5,[618,618]:2,[623,628]:5,[634,634]:2,[651,665]:10,[682,687]:4	0.31235925936442377	1.649550683625114	0.0495174343742588	0.3192693324832355
SERPINA4		465.0	62	25	8	[93,98]:4,[152,153]:3,[173,176]:4,[199,199]:2,[279,282]:3,[325,325]:2,[334,343]:5,[419,419]:2	0.31231951308568306	1.649239928281417	0.04954924546398239	0.31932508121598746
SLC15A2		730.0	75	30	10	[2,3]:3,[310,322]:6,[367,367]:2,[401,406]:5,[434,434]:2,[440,440]:2,[458,461]:3,[523,523]:2,[571,571]:2,[608,610]:3	0.3122498362050151	1.6486951612318785	0.04960505098332642	0.31953534009586665
HTR1E		366.0	71	28	5	[87,88]:4,[146,150]:8,[163,165]:4,[184,187]:3,[284,291]:9	0.31217321449490154	1.648096096196977	0.04966647663838832	0.3197815882579089
BCAT2		393.0	28	12	4	[11,16]:3,[34,34]:2,[58,61]:3,[281,291]:4	0.31208524655939407	1.6474083209662118	0.04973707309229191	0.3198061055307523
MS4A2		245.0	39	22	4	[68,77]:5,[84,103]:10,[146,149]:4,[171,172]:3	0.31203611463136677	1.647024184144744	0.04977653751523333	0.3198061055307523
GREM2		169.0	35	20	4	[22,31]:6,[45,56]:5,[72,83]:7,[113,113]:2	0.312035161240396	1.6470167300799061	0.04977730355804042	0.3198061055307523
OR6C68		313.0	23	8	3	[115,120]:3,[271,271]:3,[285,285]:2	0.31203413791407375	1.6470087292271707	0.04977812580386573	0.3198061055307523
PDILT		585.0	75	27	9	[51,52]:3,[119,119]:3,[148,148]:2,[184,184]:2,[209,216]:5,[245,245]:2,[357,357]:2,[364,368]:6,[498,498]:2	0.31202278136488165	1.646919938314934	0.04978725155319236	0.3198061055307523
ATP1A2		1021.0	95	40	11	[267,272]:3,[297,297]:2,[363,369]:5,[425,430]:4,[501,514]:5,[644,644]:2,[672,672]:2,[710,715]:5,[738,740]:3,[938,938]:2,[1007,1012]:7	0.3119951236796405	1.6467036973546405	0.04980948194229417	0.3198061055307523
PRAMEF14		950.0	26	15	3	[383,396]:7,[402,413]:6,[424,424]:2	0.31193390537092336	1.6462250634505697	0.049858715478338936	0.3199089998963024
SCN1A		2010.0	292	129	34	[43,46]:6,[98,106]:4,[137,147]:4,[187,187]:2,[329,329]:2,[379,385]:4,[400,406]:5,[489,500]:6,[571,571]:2,[585,585]:2,[630,643]:7,[765,768]:3,[768,771]:3,[798,805]:4,[812,814]:3,[847,850]:3,[873,878]:5,[884,896]:7,[934,937]:3,[1046,1047]:3,[1084,1088]:4,[1111,1117]:6,[1168,1168]:2,[1209,1209]:2,[1219,1222]:3,[1518,1524]:6,[1554,1554]:2,[1565,1565]:3,[1756,1762]:4,[1874,1879]:5,[1886,1898]:6,[1924,1924]:2,[1933,1933]:2,[2003,2009]:4	0.31189375505384237	1.6459111491426306	0.04989102659734101	0.3199089998963024
BMPR1B		533.0	38	17	5	[62,70]:5,[81,88]:5,[376,376]:2,[411,411]:2,[484,488]:3	0.31188865914040703	1.6458713068635236	0.049895128746974986	0.3199089998963024
DYNC2LI1		375.0	30	12	4	[124,126]:3,[211,219]:5,[232,232]:2,[339,339]:2	0.31178641111013183	1.645071883048333	0.049977494057914	0.32004647539059056
ASPG		574.0	30	10	4	[278,278]:2,[302,305]:3,[335,335]:2,[364,364]:3	0.3117854520856065	1.6450643849376814	0.049978267107534544	0.32004647539059056
SPERT		449.0	45	23	5	[37,49]:7,[58,67]:6,[179,179]:2,[208,208]:2,[219,228]:6	0.3117755849352144	1.6449872388548643	0.049986221364957666	0.32004647539059056
EIF2S3		473.0	27	11	4	[65,65]:2,[93,98]:3,[370,378]:4,[385,385]:2	0.3117064866399008	1.6444469954612841	0.050041952226275666	0.3200772284038489
PRSS55		353.0	39	17	5	[14,14]:2,[37,40]:3,[61,61]:2,[236,239]:4,[329,342]:6	0.31162958481308567	1.6438457403405526	0.05010403522575746	0.3200772284038489
ADH1B		376.0	61	22	6	[5,5]:2,[63,63]:2,[118,126]:6,[193,194]:3,[257,257]:6,[266,266]:3	0.3116217230755019	1.643784273530519	0.05011038548052796	0.3200772284038489
RNF165		347.0	30	14	3	[1,5]:3,[17,24]:5,[41,49]:6	0.3115776326431898	1.6434395535244954	0.05014601106073094	0.3200772284038489
CFAP58		873.0	91	36	11	[58,59]:3,[128,128]:2,[188,188]:2,[225,225]:2,[247,247]:2,[444,444]:2,[466,467]:3,[496,497]:3,[614,622]:6,[698,710]:6,[861,864]:5	0.31148826961515197	1.6427408707956577	0.05021827935660148	0.3200772284038489
C1GALT1		364.0	21	9	3	[169,177]:5,[298,298]:2,[307,307]:2	0.31147978812257315	1.6426745584458	0.05022514269040911	0.3200772284038489
NOS3		1204.0	91	36	11	[149,149]:2,[196,200]:4,[262,262]:2,[282,285]:3,[301,308]:4,[329,332]:4,[392,396]:3,[432,436]:4,[612,612]:2,[686,693]:4,[742,742]:4	0.31146922186372056	1.6425919463999592	0.05023369409004463	0.3200772284038489
LAMP5		281.0	48	29	5	[79,100]:9,[100,116]:10,[117,120]:4,[184,190]:4,[210,210]:2	0.31132636256440527	1.6414750043347996	0.050349425782869474	0.3200772284038489
CST2		142.0	18	7	2	[66,69]:4,[120,124]:3	0.3113096196024503	1.6413440998813094	0.05036300331671306	0.3200772284038489
PARP16		324.0	19	7	2	[134,136]:3,[144,146]:4	0.3112756165821155	1.6410782480681168	0.05039058669825355	0.3200772284038489
SLAMF6		333.0	44	18	4	[71,74]:5,[80,85]:5,[98,100]:3,[110,115]:5	0.3112412322794517	1.64080941520802	0.05041849161752224	0.3200772284038489
SLCO1C1		731.0	124	68	14	[2,19]:8,[73,73]:2,[82,100]:8,[106,113]:5,[147,161]:8,[170,180]:4,[244,244]:2,[264,279]:8,[313,313]:2,[358,363]:5,[392,394]:3,[444,454]:5,[509,511]:3,[590,597]:5	0.311219660115804	1.640640753754897	0.05043600500412404	0.3200772284038489
FCRL5		999.0	158	63	17	[37,39]:4,[46,48]:6,[127,127]:3,[225,227]:3,[236,241]:4,[249,251]:4,[273,283]:6,[506,513]:4,[565,565]:3,[658,661]:5,[695,695]:2,[712,712]:2,[747,752]:6,[783,788]:4,[842,842]:2,[963,963]:2,[990,992]:3	0.3112117731617338	1.6405790897903585	0.05044240924704116	0.3200772284038489
ZNF98		573.0	119	65	10	[1,10]:7,[16,18]:4,[52,58]:9,[113,141]:15,[328,328]:2,[367,381]:7,[484,486]:4,[489,497]:6,[514,525]:6,[542,546]:5	0.3111644176378727	1.6402088417430027	0.05048087577556914	0.3200772284038489
MORC1		985.0	160	73	17	[10,14]:4,[33,33]:2,[48,55]:6,[80,89]:5,[160,160]:2,[198,198]:2,[224,242]:13,[384,386]:3,[495,505]:5,[637,637]:2,[700,701]:4,[834,837]:5,[847,860]:6,[878,878]:2,[913,918]:5,[918,930]:5,[941,941]:2	0.31104781736603876	1.6392972052654013	0.05057568890044363	0.3200772284038489
ZNF423		1285.0	183	93	20	[2,16]:6,[16,25]:8,[26,41]:8,[45,57]:7,[64,65]:3,[90,91]:3,[158,164]:4,[298,300]:3,[348,361]:5,[383,384]:3,[400,400]:2,[471,478]:5,[543,548]:3,[612,615]:3,[623,623]:2,[634,656]:11,[707,711]:4,[878,884]:4,[980,988]:7,[1054,1054]:2	0.31100489024716094	1.63896158059805	0.05061063064961004	0.3200772284038489
MED9		147.0	7	3	1	[112,117]:3	0.31096931028909947	1.6386833995344026	0.05063960653961394	0.3200772284038489
NME2		153.0	7	3	1	[83,88]:3	0.31096931028909947	1.6386833995344026	0.05063960653961394	0.3200772284038489
PPIF		208.0	7	3	1	[190,195]:3	0.31096931028909947	1.6386833995344026	0.05063960653961394	0.3200772284038489
WFDC10B		90.0	7	3	1	[14,19]:3	0.31096931028909947	1.6386833995344026	0.05063960653961394	0.3200772284038489
CNTFR		373.0	21	8	3	[71,76]:3,[247,250]:3,[344,344]:2	0.31096898736151857	1.638680874732721	0.05063986958844651	0.3200772284038489
AP3S1		194.0	14	5	2	[34,34]:2,[85,88]:3	0.3109688258977281	1.6386796123318805	0.05064000111327089	0.3200772284038489
C22orf23		218.0	14	5	2	[132,132]:2,[154,157]:3	0.3109688258977281	1.6386796123318805	0.05064000111327089	0.3200772284038489
IL36RN		156.0	14	5	2	[52,55]:3,[71,71]:2	0.3109688258977281	1.6386796123318805	0.05064000111327089	0.3200772284038489
MAP1LC3A		126.0	14	5	2	[3,3]:2,[53,56]:3	0.3109688258977281	1.6386796123318805	0.05064000111327089	0.3200772284038489
RSU1		278.0	14	5	2	[138,141]:3,[179,179]:2	0.3109688258977281	1.6386796123318805	0.05064000111327089	0.3200772284038489
SRA1		237.0	14	5	2	[52,55]:3,[162,162]:2	0.3109688258977281	1.6386796123318805	0.05064000111327089	0.3200772284038489
OR6N2		318.0	64	33	7	[63,75]:6,[80,96]:7,[141,145]:4,[254,261]:5,[272,272]:2,[280,280]:3,[292,303]:6	0.3109673992610744	1.6386684582068227	0.05064116323168621	0.3200772284038489
TSPEAR		670.0	65	28	7	[43,48]:7,[166,168]:3,[191,212]:8,[224,225]:3,[255,255]:3,[362,362]:2,[528,528]:2	0.3107820453303678	1.6372192728675332	0.05079233071804066	0.3208855540550827
MTNR1A		351.0	48	17	6	[111,113]:3,[125,125]:3,[132,133]:3,[168,171]:3,[246,249]:3,[335,335]:2	0.31071354745330115	1.636683723829868	0.050848285776565416	0.3209104624336038
GLIS1		621.0	58	22	8	[26,30]:4,[105,105]:2,[198,201]:3,[289,297]:4,[340,340]:2,[362,364]:3,[375,375]:2,[612,612]:2	0.31068380501741566	1.6364511832957898	0.050872597276956144	0.3209104624336038
OGFOD2		351.0	18	7	2	[79,84]:3,[91,93]:4	0.3106117942722195	1.635888168981436	0.050931497267925945	0.3209104624336038
CHST11	NA	353.0	34	15	4	[85,85]:2,[149,154]:7,[214,216]:3,[303,308]:3	0.3106092306131447	1.6358681250733733	0.05093359517052061	0.3209104624336038
EMB		328.0	33	11	4	[44,44]:2,[56,60]:3,[147,147]:3,[219,219]:3	0.3106063512204822	1.6358456126096954	0.05093595152736491	0.3209104624336038
ZNF547		403.0	33	11	5	[149,149]:2,[278,278]:2,[315,315]:2,[337,337]:2,[381,385]:3	0.3106063512204822	1.6358456126096954	0.05093595152736491	0.3209104624336038
GLUD2		559.0	76	31	9	[63,71]:6,[99,101]:3,[123,124]:3,[142,148]:5,[178,178]:2,[264,270]:4,[279,279]:2,[433,433]:2,[516,520]:4	0.31050185398291663	1.6350286034203088	0.051021525791794066	0.3213027560712111
LSM8		97.0	9	5	1	[38,47]:5	0.3104685743204835	1.6347684071638242	0.051048802989085595	0.3213277393628059
SSX4B		378.0	11	4	1	[43,44]:4	0.31038428407965957	1.6341093859022755	0.05111794220135255	0.3216160808971451
PNLIPRP1		468.0	49	19	7	[96,100]:3,[148,148]:2,[186,191]:4,[202,205]:3,[235,240]:3,[270,270]:2,[349,349]:2	0.3103500630034165	1.6338418292241026	0.05114603335622689	0.3216460172516367
ACTC1		378.0	69	35	6	[7,9]:4,[37,42]:6,[93,97]:3,[140,149]:6,[208,214]:7,[313,323]:9	0.3101179631077804	1.6320271616595996	0.051336882202146585	0.3226932972571034
GRIK2		909.0	157	73	18	[6,15]:6,[50,54]:3,[104,106]:3,[158,159]:3,[184,184]:2,[202,202]:3,[211,211]:2,[246,246]:2,[354,354]:2,[407,410]:3,[430,436]:6,[500,503]:3,[596,603]:7,[613,625]:6,[634,638]:3,[850,859]:5,[866,885]:11,[900,905]:3	0.310063589862029	1.6316020457190197	0.051381673503842394	0.3226932972571034
OR10W1		306.0	37	14	5	[71,78]:4,[120,120]:2,[163,163]:2,[218,218]:2,[287,293]:4	0.3100622325962143	1.631591433968232	0.05138279198254204	0.3226932972571034
HPGD		267.0	15	8	2	[85,98]:6,[108,108]:2	0.30999973420356697	1.631102791758119	0.05143431585932122	0.3228697832972418
MRGPRX3		323.0	44	18	5	[17,18]:4,[41,46]:3,[106,109]:3,[168,175]:4,[294,298]:4	0.3099214384937822	1.6304906385962363	0.05149892106852102	0.3230647555834991
PLEKHF2		250.0	15	7	2	[14,23]:4,[117,120]:3	0.3098514094179071	1.6299431179167707	0.05155675977328184	0.3230647555834991
ZNF367		351.0	16	8	2	[149,159]:4,[217,221]:4	0.3098214685557186	1.6297090259913185	0.05158150441180433	0.3230647555834991
FBXO8		320.0	16	7	2	[102,105]:3,[293,297]:4	0.3098210447132687	1.6297057121891119	0.051581854764351266	0.3230647555834991
C14orf177		126.0	16	6	2	[57,57]:2,[96,100]:4	0.30982019704462743	1.6296990847118158	0.05158255546168165	0.3230647555834991
KLHL13		659.0	78	39	9	[15,15]:2,[27,33]:4,[37,41]:4,[104,113]:6,[152,159]:7,[355,365]:6,[451,451]:2,[504,513]:4,[632,640]:4	0.30976432979792445	1.6292622879600027	0.051628752967705416	0.32309221556121354
SEC14L3		401.0	46	21	6	[56,57]:3,[67,72]:3,[130,130]:2,[138,154]:6,[310,317]:5,[329,329]:2	0.30975820965873435	1.6292144377959685	0.05163381580568396	0.32309221556121354
MARCH4		411.0	57	26	6	[31,33]:5,[39,48]:4,[111,113]:3,[222,222]:2,[236,244]:5,[294,307]:7	0.3097280177751841	1.6289783832659148	0.05165879758548295	0.32310187146818625
RUNX1	Dom	481.0	47	27	4	[69,83]:8,[130,141]:8,[162,177]:9,[205,205]:2	0.30960857809598596	1.6280445469487483	0.051757720203115025	0.3234393154808388
MRGPRD		322.0	29	11	4	[3,9]:5,[18,18]:2,[131,131]:2,[301,301]:2	0.30960621881131195	1.6280261009371222	0.051759675730919864	0.3234393154808388
NTNG1		540.0	91	40	10	[14,21]:5,[237,240]:4,[244,244]:2,[254,254]:2,[271,278]:8,[321,324]:3,[346,349]:3,[378,378]:2,[384,390]:9,[429,429]:2	0.3095556851056475	1.627631004350232	0.05180157543808097	0.323554470962368
HSD17B13		301.0	21	7	3	[100,102]:3,[213,213]:2,[220,220]:2	0.30952426619923523	1.6273853563708467	0.05182763981636378	0.32357065890786896
SLC35F3		491.0	58	22	8	[60,60]:2,[70,78]:4,[132,134]:3,[211,214]:5,[283,283]:2,[303,303]:2,[309,309]:2,[417,417]:2	0.30942131504754994	1.6265804352174809	0.05191311868253868	0.32395760119456574
SLFNL1		408.0	27	9	4	[15,18]:3,[41,41]:2,[111,111]:2,[198,198]:2	0.30939124305808124	1.6263453180764784	0.05193810815384288	0.3239668872853955
TIMM21		249.0	17	9	2	[50,61]:7,[138,138]:2	0.30934876942422995	1.6260132389711204	0.05197341952923465	0.3240110515262165
UGT3A2		524.0	77	34	8	[11,11]:2,[36,51]:7,[137,140]:3,[198,200]:3,[282,290]:4,[319,319]:2,[428,440]:10,[481,482]:3	0.3093146364486567	1.6257463711059583	0.0520018105393643	0.3240110515262165
CCDC54		329.0	49	20	6	[44,44]:2,[62,62]:2,[111,112]:3,[144,144]:2,[150,160]:6,[215,223]:5	0.30928260864188484	1.6254959624534606	0.05202846172331332	0.3240110515262165
OR2T11		317.0	72	38	7	[47,51]:3,[76,84]:7,[90,97]:5,[97,104]:4,[110,115]:5,[152,161]:6,[249,260]:8	0.3092696993309385	1.6253950313100398	0.05203920696982541	0.3240110515262165
INHBA		427.0	86	45	8	[39,39]:2,[50,52]:4,[140,143]:5,[174,193]:8,[241,244]:3,[262,279]:8,[303,309]:6,[372,385]:9	0.30914871144347666	1.624449090363048	0.05213999865050213	0.3243617629397993
DPYD		1026.0	148	67	15	[96,104]:5,[111,127]:7,[204,208]:7,[287,296]:4,[323,323]:3,[362,366]:3,[481,483]:3,[537,539]:3,[575,578]:4,[586,595]:6,[688,696]:5,[784,789]:3,[823,828]:3,[929,936]:7,[947,949]:4	0.30911904451668665	1.6242171401950534	0.052164737008421246	0.3243617629397993
PCDHA8		951.0	137	64	14	[30,38]:6,[89,92]:3,[332,336]:3,[428,428]:2,[464,466]:3,[479,488]:5,[501,505]:5,[537,542]:6,[544,549]:4,[605,605]:3,[618,625]:7,[635,646]:11,[692,698]:4,[744,744]:2	0.30911738073739026	1.624204131975832	0.05216612465995901	0.3243617629397993
METAP1D		336.0	24	8	3	[12,12]:2,[25,25]:2,[83,84]:4	0.3089261302031773	1.622708844180984	0.052325829938422254	0.3246352064914444
HIST1H4D		104.0	25	11	3	[3,3]:2,[27,34]:5,[64,70]:4	0.3088924878534336	1.6224458122623087	0.0523539633604921	0.3246352064914444
PRCC	Dom	492.0	32	11	4	[56,56]:3,[315,315]:2,[330,336]:4,[396,396]:2	0.308871835451932	1.6222843419478503	0.05237123988406872	0.3246352064914444
ANGPTL4		407.0	29	10	4	[136,136]:2,[148,148]:2,[173,177]:4,[234,234]:2	0.3088663156108289	1.6222411852002632	0.05237585820872274	0.3246352064914444
HIBCH		387.0	20	7	3	[104,109]:3,[294,294]:2,[331,331]:2	0.30883925860118483	1.6220296406079704	0.052398500866410146	0.3246352064914444
MORN5		162.0	20	7	3	[44,44]:2,[122,122]:2,[141,146]:3	0.30883925860118483	1.6220296406079704	0.052398500866410146	0.3246352064914444
MRNIP		344.0	20	7	3	[54,54]:2,[102,102]:2,[199,204]:3	0.30883925860118483	1.6220296406079704	0.052398500866410146	0.3246352064914444
MRO		263.0	20	7	3	[54,59]:3,[65,65]:2,[184,184]:2	0.30883925860118483	1.6220296406079704	0.052398500866410146	0.3246352064914444
SLC38A4		548.0	56	22	7	[31,31]:2,[70,78]:6,[231,238]:4,[307,308]:3,[317,319]:3,[337,337]:2,[540,540]:2	0.30873725430675286	1.6212321224357265	0.05248393304027083	0.32501842630733757
VSTM4		321.0	47	18	6	[73,78]:3,[92,100]:4,[105,107]:4,[113,113]:2,[131,131]:2,[316,317]:3	0.3086614945719578	1.62063979673454	0.05254745600263495	0.3252656852251113
FAM170A		330.0	45	28	4	[29,33]:5,[46,65]:12,[162,167]:3,[222,238]:8	0.3085726480941813	1.6199451526417474	0.05262202965545011	0.325581094614174
ADCY2		1092.0	168	80	18	[107,107]:2,[151,158]:5,[188,190]:3,[238,242]:3,[297,303]:5,[340,340]:2,[356,356]:2,[383,389]:6,[428,435]:4,[468,483]:10,[487,496]:5,[563,570]:4,[731,738]:6,[754,760]:7,[811,811]:2,[853,857]:3,[888,894]:7,[935,940]:4	0.3084976402197711	1.6193587053432625	0.0526850531830671	0.32575101863905165
SCN2A		2006.0	256	112	28	[36,41]:3,[49,53]:3,[217,217]:2,[232,232]:4,[261,267]:4,[275,275]:2,[330,331]:3,[379,379]:3,[481,497]:8,[639,643]:4,[795,800]:3,[899,899]:2,[930,937]:6,[997,1005]:6,[1022,1023]:3,[1031,1031]:2,[1041,1041]:2,[1087,1088]:3,[1260,1260]:2,[1435,1435]:2,[1629,1638]:6,[1655,1664]:4,[1692,1694]:3,[1725,1743]:9,[1808,1813]:6,[1876,1882]:6,[1897,1902]:7,[2003,2004]:4	0.3084686562396456	1.6191320947776704	0.0527094222995231	0.32575101863905165
CTSG		256.0	34	14	4	[81,82]:3,[91,96]:5,[157,160]:3,[200,202]:3	0.308455619637465	1.619030168410734	0.05272038611416208	0.32575101863905165
OR4C11		311.0	71	46	7	[47,76]:12,[103,120]:7,[134,152]:7,[181,194]:7,[202,208]:5,[227,231]:4,[250,252]:4	0.30837313768603514	1.6183852852172003	0.05278979558652281	0.32580669094992104
SLC35B2		433.0	29	15	4	[5,13]:4,[19,25]:4,[76,84]:5,[222,222]:2	0.3083445172059738	1.6181615166682937	0.052813896971913445	0.32580669094992104
BCAS3		951.0	65	25	8	[195,195]:3,[214,214]:2,[444,445]:4,[481,481]:2,[498,505]:5,[559,562]:3,[758,758]:2,[839,846]:4	0.3082964252741262	1.6177855110324493	0.05285441497770631	0.32580669094992104
