entrez	symbol	chromosome	tstart	tend
72	ACTG2	chr2	74128439	74146699
119	ADD2	chr2	70890560	70933576
161	AP2A2	chr11	926022	1010622
208	AKT2	chr19	40739782	40771174
214	ALCAM	chr3	105086253	105290780
241	ALOX5AP	chr13	31287863	31338240
271	AMPD2	chr1	110163636	110173771
290	ANPEP	chr15	90328583	90349814
291	SLC25A4	chr4	186064527	186068122
292	SLC25A5	chrX	118602479	118605018
307	ANXA4	chr2	70015180	70052644
308	ANXA5	chr4	122589626	122607527
309	ANXA6	chr5	150481012	150519807
310	ANXA7	chr10	75135856	75160614
313	AOAH	chr7	36552643	36763753
314	AOC2	chr17	40996644	41002362
317	APAF1	chr12	99042138	99126341
318	NUDT2	chr9	34339038	34343435
320	APBA1	chr9	72046246	72132126
328	APEX1	chr14	20923805	20925664
329	BIRC2	chr11	102220586	102248911
330	BIRC3	chr11	102195241	102207830
331	XIAP	chrX	123019513	123041028
364	AQP7	chr9	33385006	33395216
384	ARG2	chr14	68086695	68117634
390	RND3	chr2	151326504	151343931
393	ARHGAP4	chrX	153173186	153191656
396	ARHGDIA	chr17	79826244	79827806
397	ARHGDIB	chr12	15095459	15103646
398	ARHGDIG	chr16	330681	332811
400	ARL1	chr12	101790170	101799760
402	ARL2	chr11	64781680	64789324
405	ARNT	chr1	150784500	150830937
432	ASGR1	chr17	7076981	7081882
440	ASNS	chr7	97481574	97498468
463	ZFHX3	chr16	72821066	73081720
478	ATP1A3	chr19	42471399	42497583
479	ATP12A	chr13	25255697	25285549
501	ALDH7A1	chr5	125880660	125930890
527	ATP6V0C	chr16	2564105	2569743
534	ATP6V1G2	chr6	31513188	31513984
537	ATP6AP1	chrX	153657039	153664234
563	AZGP1	chr7	99564629	99569630
571	BACH1	chr21	30693602	30715151
572	BAD	chr11	64037684	64051840
573	BAG1	chr9	33255220	33264669
579	NKX3-2	chr4	13543620	13546038
585	BBS4	chr15	72978858	73029925
587	BCAT2	chr19	49299685	49310334
598	BCL2L1	chr20	30253755	30310021
608	TNFRSF17	chr16	12059182	12061701
610	HCN2	chr19	589946	616471
631	BFSP1	chr20	17474722	17539380
638	BIK	chr22	43520029	43524634
649	BMP1	chr8	22022919	22069238
650	BMP2	chr20	6750774	6759733
651	BMP3	chr4	81952439	81974687
652	BMP4	chr14	54416753	54420120
658	BMPR1B	chr4	95972851	96075821
659	BMPR2	chr2	203242198	203424666
662	BNIP1	chr5	172571549	172590921
676	BRDT	chr1	92428312	92479828
677	ZFP36L1	chr14	69256253	69262866
687	KLF9	chr9	73002695	73028279
701	BUB1B	chr15	40457252	40512957
708	C1QBP	chr17	5336338	5342393
744	MPPED2	chr11	30433018	30601920
768	CA9	chr9	35673957	35681019
770	CA11	chr19	49142146	49148889
771	CA12	chr15	63618487	63673919
778	CACNA1F	chrX	49061600	49089771
799	CALCR	chr7	93055671	93116320
817	CAMK2D	chr4	114376914	114682224
822	CAPG	chr2	85622019	85629082
823	CAPN1	chr11	64950173	64978343
824	CAPN2	chr1	223900343	223959941
834	CASP1	chr11	104896988	104905917
835	CASP2	chr7	142985549	143002161
837	CASP4	chr11	104815483	104825729
839	CASP6	chr4	110610489	110619499
840	CASP7	chr10	115439514	115489296
843	CASP10	chr2	202050501	202093803
844	CASQ1	chr1	160160542	160171163
845	CASQ2	chr1	116243865	116311162
857	CAV1	chr7	116166579	116199338
858	CAV2	chr7	116139836	116146210
859	CAV3	chr3	8775563	8787550
862	RUNX1T1	chr8	92972473	93107695
871	SERPINH1	chr11	75277395	75283125
874	CBR3	chr21	37507491	37518807
890	CCNA2	chr4	122738796	122744783
898	CCNE1	chr19	30303594	30314681
904	CCNT1	chr12	49086819	49110458
905	CCNT2	chr2	135676425	135712215
923	CD6	chr11	60739338	60786787
925	CD8A	chr2	87013046	87017948
933	CD22	chr19	35823449	35837597
942	CD86	chr3	121810449	121838378
943	TNFRSF8	chr1	12123656	12202585
944	TNFSF8	chr9	117656362	117692583
950	SCARB2	chr4	77084378	77134696
954	ENTPD2	chr9	139943112	139948449
956	ENTPD3	chr3	40433513	40468996
957	ENTPD5	chr14	74433634	74454805
962	CD48	chr1	160648845	160681553
967	CD63	chr12	56119348	56122125
970	CD70	chr19	6586034	6591013
983	CDK1	chr10	62539924	62553730
988	CDC5L	chr6	44355561	44414445
991	CDC20	chr1	43824887	43828797
1002	CDH4	chr20	59827570	60511998
1012	CDH13	chr16	82660663	83817079
1014	CDH16	chr16	66942298	66951634
1016	CDH18	chr5	19473338	19839095
1018	CDK3	chr17	73997507	74001501
1020	CDK5	chr7	150751099	150754935
1021	CDK6	chr7	92244457	92462637
1024	CDK8	chr13	26828779	26978215
1025	CDK9	chr9	130548428	130551819
1031	CDKN2C	chr1	51436041	51439939
1040	CDS1	chr4	85504555	85569836
1041	CDSN	chr6	31083805	31088196
1054	CEBPG	chr19	33870146	33870595
1073	CFL2	chr14	35182074	35182767
1118	CHIT1	chr1	203186020	203194999
1181	CLCN2	chr3	184064397	184079267
1182	CLCN3	chr4	170557080	170641213
1183	CLCN4	chrX	10153073	10201621
1185	CLCN6	chr1	11866320	11900277
1195	CLK1	chr2	201718032	201728949
1208	CLPS	chr6	35762926	35765065
1268	CNR1	chr6	88853578	88854993
1272	CNTN1	chr12	41302235	41463834
1284	COL4A2	chr13	110960251	111164535
1302	COL11A2	chr6	33131458	33160017
1316	KLF6	chr10	3821734	3827206
1326	MAP3K8	chr10	30727868	30749762
1353	COX11	chr17	53038629	53046007
1362	CPD	chr17	28705999	28791829
1366	CLDN7	chr17	7163696	7165362
1382	CRABP2	chr1	156669821	156675238
1386	ATF2	chr2	175939340	175994937
1434	CSE1L	chr20	47675001	47712972
1465	CSRP1	chr1	201453844	201465431
1482	NKX2-5	chr5	172659575	172662086
1491	CTH	chr1	70877099	70904509
1496	CTNNA2	chr2	79878677	80874994
1514	CTSL	chr9	90342519	90346019
1515	CTSV	chr9	99795234	99800325
1520	CTSS	chr1	150705525	150737239
1524	CX3CR1	chr3	39306936	39323186
1525	CXADR	chr21	18919344	18965548
1528	CYB5A	chr18	71920822	71959110
1576	CYP3A4	chr7	99355759	99381704
1601	DAB2	chr5	39375124	39394422
1605	DAG1	chr3	49547968	49570629
1618	DAZL	chr3	16630170	16646009
1632	ECI1	chr16	2289983	2301567
1647	GADD45A	chr1	68151178	68153454
1649	DDIT3	chr12	57910595	57911258
1656	DDX6	chr11	118625424	118656960
1678	TIMM8A	chrX	100601490	100603652
1717	DHCR7	chr11	71146424	71155998
1725	DHPS	chr19	12786655	12792580
1743	DLST	chr14	75348657	75369030
1769	DNAH8	chr6	38690586	38998165
1776	DNASE1L3	chr3	58178417	58196633
1789	DNMT3B	chr20	31368124	31395706
1796	DOK1	chr2	74781882	74784238
1808	DPYSL2	chr8	26371842	26513219
1821	DRP2	chrX	100486637	100515607
1841	DTYMK	chr2	242615545	242626198
1871	E2F3	chr6	20402464	20490658
1893	ECM1	chr1	150480686	150485940
1894	ECT2	chr3	172472321	172538024
1906	EDN1	chr6	12290863	12296297
1909	EDNRA	chr4	148406834	148463767
1939	EIF2D	chr1	206765110	206785695
1962	EHHADH	chr3	184910017	184971810
1973	EIF4A1	chr17	7477576	7481801
1981	EIF4G1	chr3	184033585	184052693
1997	ELF1	chr13	41507564	41556190
2001	ELF5	chr11	34501768	34527302
2017	CTTN	chr11	70253404	70282511
2018	EMX2	chr10	119302779	119307740
2023	ENO1	chr1	8921422	8934967
2053	EPHX2	chr8	27348726	27402036
2067	ERCC1	chr19	45912936	45926632
2107	ETF1	chr5	137843997	137878607
2114	ETS2	chr21	40177271	40194810
2117	ETV3	chr1	157094636	157106144
2151	F2RL2	chr5	75913410	75919055
2152	F3	chr1	94996019	95007192
2208	FCER2	chr19	7754082	7763753
2232	FDXR	chr17	72858942	72869069
2244	FGB	chr4	155484171	155491799
2253	FGF8	chr10	103530089	103534973
2275	FHL3	chr1	38463080	38465084
2289	FKBP5	chr6	35543615	35610601
2305	FOXM1	chr12	2967807	2983644
2313	FLI1	chr11	128628010	128680880
2317	FLNB	chr3	57994292	58156486
2321	FLT1	chr13	28877307	29068980
2332	FMR1	chrX	146993698	147030361
2334	AFF2	chrX	147582618	148072859
2357	FPR1	chr19	52249198	52250247
2521	FUS	chr16	31193832	31202756
2533	FYB1	chr5	39118977	39203089
2542	SLC37A4	chr11	118895623	118900079
2551	GABPA	chr21	27113910	27141540
2569	GABRR1	chr6	89888492	89927041
2597	GAPDH	chr12	6645661	6647333
2624	GATA2	chr3	128199865	128205874
2631	NIPSNAP2	chr7	56032303	56066762
2674	GFRA1	chr10	117823912	118030628
2675	GFRA2	chr8	21550793	21645671
2691	GHRH	chr20	35882612	35885292
2719	GPC3	chrX	132670155	133119476
2729	GCLC	chr6	53363557	53409443
2734	GLG1	chr16	74485957	74640992
2735	GLI1	chr12	57857475	57865841
2744	GLS	chr2	191745811	191827749
2762	GMDS	chr6	1624407	2245656
2770	GNAI1	chr7	79764477	79846806
2771	GNAI2	chr3	50264556	50295119
2793	GNGT2	chr17	47284122	47284784
2802	GOLGA3	chr12	133349694	133398714
2804	GOLGB1	chr3	121383330	121449818
2819	GPD1	chr12	50497834	50503299
2823	GPM6A	chr4	176556059	176923741
2845	GPR22	chr7	107114506	107115804
2856	GPR33	chr14	31952173	31953171
2859	GPR35	chr2	241569367	241570296
2898	GRIK2	chr6	101847154	102516383
2932	GSK3B	chr3	119545638	119812281
2961	GTF2E2	chr8	30436441	30511115
2969	GTF2I	chr7	74103463	74173165
2972	BRF1	chr14	105677460	105766966
2992	GYG1	chr3	148711928	148744775
2995	GYPC	chr2	127413840	127453715
2997	GYS1	chr19	49472548	49496369
3004	GZMM	chr19	544072	549788
3026	HABP2	chr10	115312881	115348125
3033	HADH	chr4	108911089	108955510
3034	HAL	chr12	96368013	96389688
3035	HARS	chr5	140053845	140070889
3038	HAS3	chr16	69143299	69152362
3055	HCK	chr20	30640231	30689319
3071	NCKAP1L	chr12	54891574	54936466
3091	HIF1A	chr14	62162523	62213800
3092	HIP1	chr7	75167496	75368238
3107	HLA-C	chr6	31237116	31239848
3110	MNX1	chr7	156798217	156803044
3113	HLA-DPA1	chr6	33036430	33041347
3119	HLA-DQB1	chr6	32629122	32634384
3140	MR1	chr1	181003144	181022812
3158	HMGCS2	chr1	120293428	120311467
3234	HOXD8	chr2	176995095	176996337
3241	HPCAL1	chr2	10559884	10566944
3242	HPD	chr12	122277637	122295725
3275	PRMT2	chr21	48063444	48084283
3276	PRMT1	chr19	50183129	50191499
3290	HSD11B1	chr1	209878288	209907863
3416	IDE	chr10	94214204	94333776
3420	IDH3B	chr20	2639091	2644651
3483	IGFALS	chr16	1840604	1842517
3490	IGFBP7	chr4	57898584	57976517
3547	IGSF1	chrX	130407773	130420648
3556	IL1RAP	chr3	190282079	190374393
3572	IL6ST	chr5	55236913	55272106
3579	CXCR2	chr2	218999525	219000604
3595	IL12RB2	chr1	67786052	67861769
3603	IL16	chr15	81475198	81601136
3606	IL18	chr11	112014322	112025776
3608	ILF2	chr1	153634875	153642708
3621	ING1	chr13	111366497	111372276
3640	INSL3	chr19	17927666	17932315
3652	IPP	chr1	46160093	46212083
3661	IRF3	chr19	50162849	50168095
3662	IRF4	chr6	393153	407595
3664	IRF6	chr1	209961768	209974758
3692	EIF6	chr20	33867371	33872290
3697	ITIH1	chr3	52811632	52825924
3700	ITIH4	chr3	52847440	52864658
3737	KCNA2	chr1	111144652	111147404
3747	KCNC2	chr12	75434880	75601763
3760	KCNJ3	chr2	155555288	155711822
3773	KCNJ16	chr17	68128136	68129482
3782	KCNN3	chr1	154680455	154842440
3786	KCNQ3	chr8	133141512	133492779
3856	KRT8	chr12	53291215	53298810
3925	STMN1	chr1	26212217	26230305
3976	LIF	chr22	30639643	30640923
3982	LIM2	chr19	51883458	51890697
3984	LIMK1	chr7	73498321	73535628
4000	LMNA	chr1	156084710	156109627
4001	LMNB1	chr5	126113201	126171953
4009	LMX1A	chr1	165173120	165324796
4010	LMX1B	chr9	129376729	129458727
4015	LOX	chr5	121405747	121413680
4025	LPO	chr17	56320341	56345352
4033	LRMP	chr12	25232178	25260991
4057	LTF	chr3	46479432	46506357
4074	M6PR	chr12	9094417	9099000
4081	MAB21L1	chr13	36049199	36050275
4084	MXD1	chr2	70142463	70165413
4092	SMAD7	chr18	46447745	46476794
4099	MAG	chr19	35786312	35804354
4107	MAGEA8	chrX	149013047	149014000
4111	MAGEA12	chrX	151899859	151900800
4117	MAK	chr6	10764688	10838779
4152	MBD1	chr18	47793961	47806362
4170	MCL1	chr1	150549843	150552006
4172	MCM3	chr6	52129389	52149615
4190	MDH1	chr2	63816462	63834175
4193	MDM2	chr12	69202986	69233626
4200	ME2	chr18	48422191	48473551
4212	MEIS2	chr15	37184377	37390400
4232	MEST	chr7	130135207	130144894
4239	MFAP4	chr17	19287778	19290431
4242	MFNG	chr22	37866004	37882215
4253	MIA2	chr14	39703319	39856153
4257	MGST1	chr12	16507187	16520481
4258	MGST2	chr4	140587174	140625299
4288	MKI67	chr10	129897457	129923931
4289	MKLN1	chr7	131012659	131172484
4299	AFF1	chr4	87869686	88056850
4303	FOXO4	chrX	70316379	70321589
4308	TRPM1	chr15	31294028	31453162
4312	MMP1	chr11	102661146	102668823
4331	MNAT1	chr14	61201581	61435064
4354	MPP1	chrX	154007455	154033648
4615	MYD88	chr3	38180153	38182774
4640	MYO1A	chr12	57422542	57442107
4690	NCK1	chr3	136646844	136667292
4695	NDUFA2	chr5	140025175	140027168
4703	NEB	chr2	152342277	152586170
4709	NDUFB3	chr2	201943606	201950335
4710	NDUFB4	chr3	120315207	120321114
4711	NDUFB5	chr3	179322604	179341825
4712	NDUFB6	chr9	32553877	32573058
4717	NDUFC1	chr4	140213707	140216952
4719	NDUFS1	chr2	206988912	207018405
4720	NDUFS2	chr1	161172176	161183728
4723	NDUFV1	chr11	67374476	67379926
4725	NDUFS5	chr1	39494397	39500165
4750	NEK1	chr4	170321377	170523781
4751	NEK2	chr1	211836771	211848821
4752	NEK3	chr13	52707281	52730326
4780	NFE2L2	chr2	178095516	178129304
4793	NFKBIB	chr19	39390160	39399469
4824	NKX3-1	chr8	23538737	23540402
4841	NONO	chrX	70510488	70519923
4848	CNOT2	chr12	70672007	70747692
4853	NOTCH2	chr1	120457932	120612020
4892	NRAP	chr10	115348737	115423641
4907	NT5E	chr6	86159858	86203719
4957	ODF2	chr9	131218371	131262531
4973	OLR1	chr12	10312482	10324676
4998	ORC1	chr1	52838856	52867895
5000	ORC4	chr2	148693082	148733527
5010	CLDN11	chr3	170136855	170150541
5013	OTX1	chr2	63280126	63283448
5025	P2RX4	chr12	121647968	121670895
5026	P2RX5	chr17	3582883	3599299
5050	PAFAH1B3	chr19	42801233	42806461
5052	PRDX1	chr1	45977004	45984715
5075	PAX1	chr20	21686351	21695438
5110	PCMT1	chr6	150070864	150123512
5126	PCSK2	chr20	17207951	17462712
5128	CDK17	chr12	96674023	96728614
5134	PDCD2	chr6	170886650	170893669
5150	PDE7A	chr8	66631528	66753743
5151	PDE8A	chr15	85525394	85681131
5164	PDK2	chr17	48172800	48187458
5169	ENPP3	chr6	131958525	132068093
5173	PDYN	chr20	1960972	1963730
5199	CFP	chrX	47483677	47489083
5205	ATP8B1	chr18	55315723	55399039
5212	VIT	chr2	36943514	37041501
5225	PGC	chr6	41704593	41715072
5228	PGF	chr14	75412915	75421945
5236	PGM1	chr1	64059160	64125343
5238	PGM3	chr6	83878956	83900987
5291	PIK3CB	chr3	138374234	138478185
5292	PIM1	chr6	37138082	37141864
5295	PIK3R1	chr5	67522504	67593426
5315	PKM	chr15	72491994	72523328
5338	PLD2	chr17	4711068	4726156
5346	PLIN1	chr15	90208817	90220720
5356	PLRG1	chr4	155457840	155470087
5357	PLS1	chr3	142383080	142430846
5360	PLTP	chr20	44527583	44540091
5365	PLXNB3	chrX	153030991	153044491
5414	SEPT4	chr17	56597790	56616571
5424	POLD1	chr19	50902109	50921201
5460	POU5F1	chr6	31132381	31138397
5462	POU5F1B	chr8	128428112	128429188
5467	PPARD	chr6	35378865	35393853
5519	PPP2R1B	chr11	111569533	111637085
5520	PPP2R2A	chr8	26150763	26227926
5522	PPP2R2C	chr4	6325032	6537046
5523	PPP2R3A	chr3	135720341	135864005
5525	PPP2R5A	chr1	212459453	212534109
5528	PPP2R5D	chr6	42957349	42979021
5533	PPP3CC	chr8	22298923	22398312
5545	PRB4	chr12	11461176	11463332
5553	PRG2	chr11	57154951	57157417
5567	PRKACB	chr1	84544009	84700985
5570	PKIB	chr6	123038931	123046337
5573	PRKAR1A	chr17	66511541	66547262
5575	PRKAR1B	chr7	590070	751142
5599	MAPK8	chr10	49609704	49643069
5607	MAP2K5	chr15	67835674	68099085
5631	PRPS1	chrX	106871859	106893259
5636	PRPSAP2	chr17	18759683	18834008
5650	KLK7	chr19	51480795	51487175
5669	PSG1	chr19	43372218	43383733
5676	PSG7	chr19	43429926	43441228
5686	PSMA5	chr1	109944638	109964550
5690	PSMB2	chr1	36068871	36107033
5701	PSMC2	chr7	102988159	103008498
5705	PSMC5	chr17	61905495	61909326
5711	PSMD5	chr9	123580187	123605187
5715	PSMD9	chr12	122326763	122353851
5753	PTK6	chr20	62160892	62168667
5754	PTK7	chr6	43044227	43128616
5788	PTPRC	chr1	198608399	198725307
5801	PTPRR	chr12	71032967	71314170
5803	PTPRZ1	chr7	121513554	121701271
5806	PTX3	chr3	157154723	157160765
5824	PEX19	chr1	160249344	160254914
5833	PCYT2	chr17	79862712	79869231
5836	PYGL	chr14	51372113	51411121
5837	PYGM	chr11	64514134	64527370
5862	RAB2A	chr8	61429767	61533325
5863	RGL2	chr6	33259882	33266387
5869	RAB5B	chr12	56380745	56385993
5870	RAB6A	chr11	73388946	73471680
5878	RAB5C	chr17	40277804	40282610
5886	RAD23A	chr19	13056763	13063860
5887	RAD23B	chr9	110045911	110091934
5888	RAD51	chr15	40990957	41023373
5902	RANBP1	chr22	20103708	20114572
5923	RASGRF1	chr15	79254489	79382840
5929	RBBP5	chr1	205063999	205084089
5931	RBBP7	chrX	16863161	16887764
5959	RDH5	chr12	56114969	56118326
5962	RDX	chr11	110102597	110143344
5978	REST	chr4	57776805	57798315
5981	RFC1	chr4	39291468	39353096
5992	RFX4	chr12	106995055	107155244
6016	RIT1	chr1	155870182	155880597
6138	RPL15	chr3	23959351	23960989
6257	RXRB	chr6	33162462	33168253
6258	RXRG	chr1	165370503	165414130
6272	SORT1	chr1	109856883	109940514
6294	SAFB	chr19	5623217	5668299
6323	SCN1A	chr2	166847758	166930131
6334	SCN8A	chr12	52056602	52201210
6400	SEL1L	chr14	81943319	82000088
6404	SELPLG	chr12	109016848	109018089
6419	SETMAR	chr3	4345055	4355520
6427	SRSF2	chr17	74732246	74733242
6433	SFSWAP	chr12	132195775	132284030
6434	TRA2B	chr3	185636151	185644522
6440	SFTPC	chr8	22019342	22021551
6455	SH3GL1	chr19	4361600	4400365
6472	SHMT2	chr12	57624586	57628141
6474	SHOX2	chr3	157815819	157823813
6490	PMEL	chr12	56348001	56359795
6502	SKP2	chr5	36152871	36192798
6507	SLC1A3	chr5	36608526	36686368
6509	SLC1A4	chr2	65216778	65248277
6522	SLC4A2	chr7	150759075	150773451
6525	SMTN	chr22	31479164	31500449
6540	SLC6A13	chr12	330117	369218
6560	SLC12A4	chr16	67978746	68002557
6565	SLC15A2	chr3	121613324	121659851
6566	SLC16A1	chr1	113456516	113471930
6569	SLC34A1	chr5	176812743	176825284
6575	SLC20A2	chr8	42275324	42329908
6576	SLC25A1	chr22	19163646	19166186
6642	SNX1	chr15	64388213	64430393
6646	SOAT1	chr1	179271820	179322773
6667	SP1	chr12	53775442	53805021
6677	SPAM1	chr7	123593625	123600020
6689	SPIB	chr19	50925730	50931590
6698	SPRR1A	chr1	152957707	152957973
6717	SRI	chr7	87837807	87849341
6718	AKR1D1	chr7	137761265	137798519
6728	SRP19	chr5	112197074	112203231
6729	SRP54	chr14	35465916	35498355
6730	SRP68	chr17	74035790	74068572
6731	SRP72	chr4	57333802	57368024
6734	SRPRA	chr11	126133814	126138699
6748	SSR4	chrX	153060122	153063885
6775	STAT4	chr2	191895683	192012929
6809	STX3	chr11	59540684	59570765
6811	STX5	chr11	62574944	62598715
6866	TAC3	chr12	57406166	57409581
6871	TADA2A	chr17	35783611	35837084
6878	TAF6	chr7	99704872	99717369
6897	TARS	chr5	33441193	33467810
6908	TBP	chr6	170866118	170881350
6921	ELOC	chr8	74858868	74868290
7024	TFCP2	chr12	51489773	51566205
7026	NR2F2	chr15	96875335	96880848
7036	TFR2	chr7	100218483	100238851
7044	LEFTY2	chr1	226125144	226128840
7049	TGFBR3	chr1	92149299	92327088
7067	THRA	chr17	38230742	38249632
7069	THRSP	chr11	77774928	77775365
7075	TIE1	chr1	43766743	43788390
7084	TK2	chr16	66545874	66583964
7092	TLL1	chr4	166795057	167022025
7111	TMOD1	chr9	100286471	100361977
7136	TNNI2	chr11	1861633	1862778
7162	TPBG	chr6	83074679	83075938
7165	TPD52L2	chr20	62500648	62521392
7171	TPM4	chr19	16178435	16212153
7185	TRAF1	chr9	123667301	123688353
7187	TRAF3	chr14	103336539	103372118
7220	TRPC1	chr3	142443402	142525074
7224	TRPC5	chrX	111019544	111195648
7247	TSN	chr2	122513356	122522940
7258	TSPY1	chrY	9304610	9306457
7272	TTK	chr6	80715561	80751916
7273	TTN	chr2	179474818	179669369
7289	TULP3	chr12	3018693	3049889
7295	TXN	chr9	113006440	113013742
7305	TYROBP	chr19	36395474	36399130
7321	UBE2D1	chr10	60121098	60128522
7327	UBE2G2	chr21	46191295	46221663
7328	UBE2H	chr7	129474780	129592395
7376	NR1H2	chr19	50880863	50885856
7380	UPK3A	chr22	45680895	45691597
7381	UQCRB	chr8	97243286	97245456
7401	CLRN1	chr3	150645726	150690495
7409	VAV1	chr19	6772819	6857158
7423	VEGFB	chr11	64002306	64005128
7433	VIPR1	chr3	42544228	42577770
7511	XPNPEP1	chr10	111624916	111674859
7536	SF1	chr11	64532864	64545864
7543	ZFX	chrX	24190860	24229490
7544	ZFY	chrY	2821978	2848031
7568	ZNF20	chr19	12243405	12246719
7625	ZNF74	chr22	20754921	20761255
7626	ZNF75D	chrX	134421072	134428066
7678	ZNF124	chr1	247319871	247323115
7694	ZNF135	chr19	58570610	58579826
7697	ZNF138	chr7	64275296	64292577
7709	ZBTB17	chr1	16268467	16274990
7711	ZNF155	chr19	44495700	44501623
7726	TRIM26	chr6	30153656	30166880
7752	ZNF200	chr16	3273895	3283755
7786	MAP3K12	chr12	53874969	53881175
7818	DAP3	chr1	155679571	155708030
7841	MOGS	chr2	74688405	74692374
7846	TUBA1A	chr12	49578796	49580616
7867	MAPKAPK3	chr3	50654997	50685474
7918	GPANK1	chr6	31630046	31632255
7920	ABHD16A	chr6	31654992	31671058
7940	LST1	chr6	31555417	31556450
7941	PLA2G7	chr6	46672300	46690628
7942	TFEB	chr6	41652340	41658972
8028	MLLT10	chr10	21823574	22030909
8036	SHOC2	chr10	112724117	112771573
8073	PTP4A2	chr1	32374456	32384666
8099	CDK2AP1	chr12	123746286	123756165
8165	AKAP1	chr17	55182826	55197682
8170	SLC14A2	chr18	43204630	43262481
8190	MIA	chr19	41281448	41282984
8202	NCOA3	chr20	46250992	46281816
8241	RBM10	chrX	47004846	47045995
8242	KDM5C	chrX	53221929	53254071
8260	NAA10	chrX	153195443	153199928
